,Rate,Building Type,Address Requested,Address Delivered,Addresses Match?,Annual Sunlight (Hours),Roof Area (sq ft),Savings Estimate ($),Recommended Installation Size (kW),Recommended Area (sq ft)
154,Commercial,Retail Strip Mall,"210 E FRONT ST, Traverse City, Michigan, USA","210 E Front St, Traverse City, MI 49684, USA",1,1327,3365,5000,6.3,440.0
155,Commercial,Residential Home,"327 W FOURTEENTH ST, Traverse City, Michigan, USA",Not Found,,,,,,
156,Commercial,Medium Office,"610 WOODMERE AVE, Traverse City, Michigan, USA","610 Woodmere Ave, Traverse City, MI 49686, USA",1,1417,23115,6000,5.8,405.0
157,Commercial,Medium Office,"400 W FRONT ST, Traverse City, Michigan, USA","400 W Front St #206, Traverse City, MI 49684, USA",1,1435,6572,6000,6.0,423.0
158,Commercial,Retail Strip Mall,"120 E FRONT ST, Traverse City, Michigan, USA","120 E Front St Loft 2, Traverse City, MI 49684, USA",1,1321,1868,6000,6.3,440.0
159,Commercial,Small Hotel,"721 INDIAN TRAIL BLVD, Traverse City, Michigan, USA","721 Indian Trail Blvd, Traverse City, MI 49686, USA",1,1194,3242,4000,7.3,511.0
160,Commercial,Small Office,"955 E EIGHTH ST, Traverse City, Michigan, USA","955 E Eighth St A, Traverse City, MI 49686, USA",1,1280,2625,5000,6.5,458.0
161,Commercial,Retail Strip Mall,"1128 S GARFIELD AVE, Traverse City, Michigan, USA","1128 S Garfield Ave, Traverse City, MI 49686, USA",1,1311,3911,5000,6.3,440.0
162,Commercial,Religious worship ,"1023 S DIVISION ST, Traverse City, Michigan, USA","1023 S Division St, Traverse City, MI 49684, USA",1,1428,9866,6000,5.8,405.0
163,Commercial,Residential Home,"1003 E FRONT ST, Traverse City, Michigan, USA","995 E Front St, Traverse City, MI 49686, USA",0,1161,300,200,4.3,300.0
164,Commercial,Quick Service Restaurant,"346 E FRONT ST, Traverse City, Michigan, USA","340 E Front St, Traverse City, MI 49684, USA",0,1328,3964,6000,6.3,440.0
165,Commercial,Small Hotel,"894 MUNSON AVE, Traverse City, Michigan, USA","890 Munson Ave, Traverse City, MI 49686, USA",0,1180,1110,4000,7.3,511.0
166,Commercial,Outpatient,"403 E STATE ST, Traverse City, Michigan, USA","403 E State St, Traverse City, MI 49686, USA",1,1347,2625,6000,6.3,440.0
167,Commercial,Large Hotel,"1773 US 31 NORTH, Traverse City, Michigan, USA",Not Found,,,,,,
168,Commercial,Midrise Apartment,"100 HOPE ST STE, Traverse City, Michigan, USA","100 Hope St, Traverse City, MI 49686, USA",1,1414,3259,6000,6.0,423.0
169,Commercial,Small Office,"940 E EIGHTH ST, Traverse City, Michigan, USA","940 E Eighth St, Traverse City, MI 49686, USA",1,1412,916,5000,6.5,458.0
170,Commercial,Retail Strip Mall,"1142 E EIGHTH ST, Traverse City, Michigan, USA","1142 E Eighth St #104, Traverse City, MI 49686, USA",1,1321,2978,5000,6.3,440.0
171,Commercial,Warehouse,"2291 TRAVERSEFIELD DR, Traverse City, Michigan, USA",Not Found,,,,,,
172,Commercial,Small Hotel,"841 FERN ST, Traverse City, Michigan, USA","837 Fern St, Traverse City, MI 49686, USA",0,1091,1885,2000,8.3,581.0
173,Commercial,Retirement Community,"521 COTTAGEVIEW DR, Traverse City, Michigan, USA","521 Cottageview Dr, Traverse City, MI 49684, USA",1,1395,6906,6000,6.0,423.0
174,Commercial,Retail Strip Mall,"207 E FRONT ST, Traverse City, Michigan, USA","207 E Front St, Traverse City, MI 49684, USA",1,1093,934,2000,8.0,564.0
175,Commercial,Small Office,"1433 BARLOW ST UNIT, Traverse City, Michigan, USA","1433 Barlow St, Traverse City, MI 49686, USA",1,1433,3947,6000,5.8,405.0
176,Commercial,Retail Strip Mall,"140 E FRONT ST, Traverse City, Michigan, USA","140 E Front St # B, Traverse City, MI 49684, USA",1,1387,5197,6000,6.0,423.0
177,Commercial,Residential Home,"325 WASHINGTON ST, Traverse City, Michigan, USA","325 Washington St, Traverse City, MI 49684, USA",1,1330,828,4000,7.0,493.0
178,Commercial,Small Hotel,"440 MUNSON AVE, Traverse City, Michigan, USA","460 Munson Ave US HWY 31, Traverse City, MI 49686, USA",0,1411,14429,6000,5.8,405.0
179,Commercial,Small Hotel,"1508 NEWPORT ST HOUSE, Traverse City, Michigan, USA","1508 Newport St, Traverse City, MI 49686, USA",1,1169,934,3000,7.8,546.0
180,Commercial,Full Service Restaurant,"541 W FRONT ST, Traverse City, Michigan, USA","541 W Front St, Traverse City, MI 49684, USA",1,1311,810,5000,6.3,440.0
181,Commercial,Midrise Apartment,"870 E FRONT ST, Traverse City, Michigan, USA","872 E Front St, Traverse City, MI 49686, USA",0,1252,2079,4000,7.0,493.0
182,Commercial,Retail Strip Mall,"800 COTTAGEVIEW DR STE, Traverse City, Michigan, USA","1200 W Eleventh St, Traverse City, MI 49684, USA",0,1399,63197,6000,5.8,405.0
183,Commercial,Medium Office,"315 N DIVISION ST, Traverse City, Michigan, USA","315t N Division St, Traverse City, MI 49684, USA",0,1431,4916,6000,5.8,405.0
184,Commercial,Retail Strip Mall,"145 E FRONT ST, Traverse City, Michigan, USA","145 E Front St, Traverse City, MI 49684, USA",1,1330,1903,6000,6.3,440.0
185,Commercial,Small Office,"100 PARK ST, Traverse City, Michigan, USA","300 E Front St, Traverse City, MI 49684, USA",0,1425,6307,6000,6.0,423.0
186,Commercial,Retail Strip Mall,"1116 CARVER ST, Traverse City, Michigan, USA","1117 Carver St, Traverse City, MI 49686, USA",0,1275,2185,5000,6.5,458.0
187,Commercial,Small Hotel,"100 HOPE ST STE, Traverse City, Michigan, USA","100 Hope St, Traverse City, MI 49686, USA",1,1414,3259,6000,6.0,423.0
188,Commercial,Medium Office,"333 W GRANDVIEW PKWY, Traverse City, Michigan, USA","333 W Grandview Pkwy, Traverse City, MI 49684, USA",1,1329,11822,6000,6.3,440.0
189,Commercial,Other ,"0 E FRONT ST/BARLOW ST, Traverse City, Michigan, USA",Not Found,,,,,,
190,Commercial,Outpatient,"4246 N THREE MILE RD, Traverse City, Michigan, USA","4200 N Three Mile Rd, Traverse City, MI 49686, USA",0,1084,987,1000,8.5,599.0
191,Commercial,Retail Strip Mall,"326 E FRONT ST, Traverse City, Michigan, USA","324 E Front St, Traverse City, MI 49684, USA",0,1346,3700,5000,6.3,440.0
192,Commercial,Residential Home,"638 E EIGHTH ST, Traverse City, Michigan, USA","638 E Eighth St, Traverse City, MI 49686, USA",1,1424,810,5000,6.8,476.0
193,Commercial,Small Office,"414 E FRONT ST, Traverse City, Michigan, USA","440 E Front St, Traverse City, MI 49686, USA",0,1307,1586,5000,6.3,440.0
194,Commercial,Retail Strip Mall,"104 S UNION ST, Traverse City, Michigan, USA","104 S Union St #201, Traverse City, MI 49684, USA",1,1325,4986,6000,6.3,440.0
195,Commercial,Outpatient,"539 S GARFIELD AVE, Traverse City, Michigan, USA","537 S Garfield Ave # A, Traverse City, MI 49686, USA",0,1309,1744,5000,6.5,458.0
196,Commercial,Retail Strip Mall,"111 E FRONT ST, Traverse City, Michigan, USA","111A E Front St, Traverse City, MI 49684, USA",0,1179,4493,4000,7.3,511.0
197,Commercial,Warehouse,"3417 CASS RD, Traverse City, Michigan, USA","3417 Cass Rd, Traverse City, MI 49684, USA",1,1266,1533,5000,6.8,476.0
198,Commercial,Residential Home,"838 FLORESTA ST, Traverse City, Michigan, USA","838 Floresta St, Traverse City, MI 49686, USA",1,1293,1286,4000,6.8,476.0
199,Commercial,Retail Strip Mall,"1115 E EIGHTH ST, Traverse City, Michigan, USA","1121 E Eighth St, Traverse City, MI 49686, USA",0,1334,10730,6000,6.3,440.0
200,Commercial,Small Hotel,"1216 CENTRE ST, Traverse City, Michigan, USA","1224 Centre St, Traverse City, MI 49686, USA",0,1304,2026,5000,6.3,440.0
201,Commercial,Warehouse,"1415 PREMIER ST, Traverse City, Michigan, USA","1415 Premier St, Traverse City, MI 49686, USA",1,1426,1039,6000,5.8,405.0
202,Commercial,Retail Strip Mall,"148 E FRONT ST, Traverse City, Michigan, USA","148 E Front St, Traverse City, MI 49684, USA",1,1335,4246,6000,6.3,440.0
203,Commercial,Retail Strip Mall,"3007 N GARFIELD RD, Traverse City, Michigan, USA","3007 S Garfield Ave, Traverse City, MI 49686, USA",1,1378,4827,5000,6.5,458.0
204,Commercial,Retail Strip Mall,"110 E FRONT ST, Traverse City, Michigan, USA","110 E Front St, Traverse City, MI 49684, USA",1,1332,7206,6000,6.3,440.0
205,Commercial,Retail Strip Mall,"322 E FRONT ST, Traverse City, Michigan, USA","324 E Front St, Traverse City, MI 49684, USA",0,1349,2942,5000,6.3,440.0
206,Commercial,Full Service Restaurant,"113 S PARK ST, Traverse City, Michigan, USA","300 E Front St, Traverse City, MI 49684, USA",0,1425,6307,6000,6.0,423.0
207,Commercial,Retail Strip Mall,"415 E FRONT ST #P1A, Traverse City, Michigan, USA","415 E Front St Suite 4, Traverse City, MI 49686, USA",1,1415,1480,5000,6.5,458.0
208,Commercial,Retail Strip Mall,"1047 W SOUTH AIRPORT RD, Traverse City, Michigan, USA","1073 W South Airport Rd, Traverse City, MI 49686, USA",0,1407,12421,6000,5.8,405.0
209,Commercial,Retail Strip Mall,"131 E STATE ST, Traverse City, Michigan, USA","129 E State St, Traverse City, MI 49684, USA",0,1300,1920,5000,6.5,458.0
210,Commercial,Small Hotel,"124 BEECH ST, Traverse City, Michigan, USA","124 Beech St, Traverse City, MI 49684, USA",1,1311,3753,5000,6.3,440.0
211,Commercial,Midrise Apartment,"537 BAY ST, Traverse City, Michigan, USA","539 Bay St, Traverse City, MI 49684, USA",0,1278,2731,5000,6.5,458.0
212,Commercial,Small Office,"801 WOODMERE AVE, Traverse City, Michigan, USA","801 Woodmere Ave, Traverse City, MI 49686, USA",1,1421,5779,6000,5.8,405.0
213,Commercial,Other ,"6004 CENTER RD, Traverse City, Michigan, USA","1330 N Orchard Dr, Traverse City, MI 49686, USA",0,1379,1374,5000,6.3,440.0
214,Commercial,Retail Strip Mall,"300 E FRONT ST, Traverse City, Michigan, USA","300 E Front St, Traverse City, MI 49684, USA",1,1425,6307,6000,6.0,423.0
215,Commercial,Other ,"0 EIGHTH & MUNSON AVE, Traverse City, Michigan, USA","801 Munson Ave, Traverse City, MI 49686, USA",0,1409,1727,6000,6.0,423.0
216,Commercial,Small Office,"717 WOODMERE AVE, Traverse City, Michigan, USA","717 Woodmere Ave, Traverse City, MI 49686, USA",1,1387,2731,6000,6.0,423.0
217,Commercial,Retail Strip Mall,"151 E FRONT ST, Traverse City, Michigan, USA","151 E Front St, Traverse City, MI 49684, USA",1,1316,3277,5000,6.3,440.0
218,Commercial,Residential Home,"812 W FRONT ST, Traverse City, Michigan, USA","812 W Front St, Traverse City, MI 49684, USA",1,1238,1586,4000,7.3,511.0
219,Commercial,Residential Home,"928 E FRONT ST, Traverse City, Michigan, USA",Not Found,,,,,,
220,Commercial,Retail Strip Mall,"140 E FRONT ST, Traverse City, Michigan, USA","140 E Front St # B, Traverse City, MI 49684, USA",1,1387,5197,6000,6.0,423.0
221,Commercial,Small Office,"3134 LOGAN VALLEY RD, Traverse City, Michigan, USA","3130 Logan Valley Rd, Traverse City, MI 49686, USA",0,1438,2837,6000,5.8,405.0
222,Commercial,Small Hotel,"545 RIVERINE DR, Traverse City, Michigan, USA","545 Riverine Dr, Traverse City, MI 49684, USA",1,1350,5867,6000,6.3,440.0
223,Commercial,Warehouse,"2314 SYBRANDT RD, Traverse City, Michigan, USA","2314 Sybrandt Rd, Traverse City, MI 49684, USA",1,1357,159552,7000,5.8,405.0
224,Commercial,Warehouse,"2296 CASS RD, Traverse City, Michigan, USA","2296 Cass Rd, Traverse City, MI 49684, USA",1,1359,3999,6000,6.3,440.0
225,Commercial,Retail Strip Mall,"128 S UNION ST PANEL, Traverse City, Michigan, USA","128 S Union St, Traverse City, MI 49684, USA",1,1435,5726,6000,5.8,405.0
226,Commercial,Midrise Apartment,"630 S GARFIELD AVE, Traverse City, Michigan, USA",Not Found,,,,,,
227,Commercial,Warehouse,"807 LAKE AVE, Traverse City, Michigan, USA","807 Lake Ave, Traverse City, MI 49684, USA",1,1299,3312,5000,6.3,440.0
228,Commercial,Retail Strip Mall,"332 E FRONT ST, Traverse City, Michigan, USA","324 E Front St, Traverse City, MI 49684, USA",0,1346,3700,5000,6.3,440.0
229,Commercial,Retail Strip Mall,"313 E FRONT ST, Traverse City, Michigan, USA","313 E Front St, Traverse City, MI 49686, USA",1,1330,7664,6000,6.3,440.0
230,Commercial,Retail Strip Mall,"1128 E EIGHTH ST, Traverse City, Michigan, USA","1132 E Eighth St, Traverse City, MI 49686, USA",0,1321,7541,6000,6.3,440.0
231,Commercial,Retail Strip Mall,"1043 W SOUTH AIRPORT RD, Traverse City, Michigan, USA","3211 N Garfield Rd, Traverse City, MI 49686, USA",0,1434,5321,7000,5.8,405.0
232,Commercial,Outpatient,"1525 CASS ST, Traverse City, Michigan, USA",Not Found,,,,,,
233,Commercial,Medium Office,"305 W FRONT ST 2ND, Traverse City, Michigan, USA","302 W Front St, Traverse City, MI 49684, USA",0,1310,599,5000,6.5,458.0
234,Commercial,Residential Home,"516 SHERIDAN RD, Traverse City, Michigan, USA","516 Sheridan Rd, Traverse City, MI 49686, USA",1,1303,1233,5000,6.8,476.0
235,Commercial,Residential Home,"530 S UNION ST, Traverse City, Michigan, USA","530 S Union St, Traverse City, MI 49684, USA",1,1318,951,5000,6.5,458.0
236,Commercial,Large Hotel,"3950 SCENIC RIDGE, Traverse City, Michigan, USA","3950 Scenic Ridge, Traverse City, MI 49684, USA",1,1448,758,5000,6.5,458.0
237,Commercial,Other ,"104 E GRANDVIEW PKWY CFEST, Traverse City, Michigan, USA",Not Found,,,,,,
238,Commercial,Warehouse,"2670 AERO PARK DR, Traverse City, Michigan, USA","2670 Aero-Park Dr, Traverse City, MI 49686, USA",1,1348,22763,6000,6.0,423.0
239,Commercial,Small Office,"225 E FOURTEENTH ST, Traverse City, Michigan, USA","225 E Fourteenth St, Traverse City, MI 49684, USA",1,1322,5902,6000,6.3,440.0
240,Commercial,Warehouse,"911 LYNCH DR, Traverse City, Michigan, USA","44.7302434, -85.5934004",0,1399,33246,7000,5.8,405.0
241,Commercial,Small Office,"510 DEPOT VIEW DR, Traverse City, Michigan, USA","510 Depot View Dr, Traverse City, MI 49686, USA",1,1430,1075,5000,6.3,440.0
242,Commercial,Supermarket,"517 W FRONT ST, Traverse City, Michigan, USA","509 W Front St, Traverse City, MI 49684, USA",0,1381,6325,6000,6.0,423.0
243,Commercial,Retail Strip Mall,"1026 HANNAH AVE, Traverse City, Michigan, USA","1026 Hannah Ave Ste. A, Traverse City, MI 49686, USA",1,1320,8404,6000,6.3,440.0
244,Commercial,Retail Strip Mall,"104 S UNION ST, Traverse City, Michigan, USA","104 S Union St #201, Traverse City, MI 49684, USA",1,1325,4986,6000,6.3,440.0
245,Commercial,Small Office,"876 E EIGHTH ST, Traverse City, Michigan, USA","876 E Eighth St, Traverse City, MI 49686, USA",1,1320,652,4000,6.8,476.0
246,Commercial,Other ,"191 MARINA DR DCFC, Traverse City, Michigan, USA","101 W Grandview Pkwy, Traverse City, MI 49684, USA",0,1313,2519,5000,6.3,440.0
247,Commercial,Warehouse,"921 W SOUTH AIRPORT RD, Traverse City, Michigan, USA","921 W South Airport Rd, Traverse City, MI 49686, USA",1,1451,4087,7000,5.8,405.0
248,Commercial,Retail Strip Mall,"1606 BARLOW ST, Traverse City, Michigan, USA","1600 Barlow St, Traverse City, MI 49686, USA",0,1301,11293,5000,6.3,440.0
249,Commercial,Small Hotel,"1401 US 31 NORTH, Traverse City, Michigan, USA",Not Found,,,,,,
250,Commercial,Retail Strip Mall,"830 COTTAGEVIEW DR STE, Traverse City, Michigan, USA",Not Found,,,,,,
251,Commercial,Retail Strip Mall,"1373 BARLOW ST, Traverse City, Michigan, USA","1373 Barlow St, Traverse City, MI 49686, USA",1,1318,6906,5000,6.3,440.0
252,Commercial,Midrise Apartment,"525 GEORGETOWN DR, Traverse City, Michigan, USA","525 Georgetown Dr, Traverse City, MI 49684, USA",1,1415,4105,6000,6.0,423.0
253,Commercial,Small Office,"940 E EIGHTH ST, Traverse City, Michigan, USA","940 E Eighth St, Traverse City, MI 49686, USA",1,1412,916,5000,6.5,458.0
254,Commercial,Retail Strip Mall,"1606 BARLOW ST, Traverse City, Michigan, USA","1600 Barlow St, Traverse City, MI 49686, USA",0,1301,11293,5000,6.3,440.0
255,Commercial,Small Office,"3287 RACQUET CLUB DR, Traverse City, Michigan, USA","3287 Racquet Club Dr, Traverse City, MI 49684, USA",1,1368,3295,5000,6.3,440.0
256,Commercial,Small Hotel,"1489 US 31 NORTH, Traverse City, Michigan, USA",Not Found,,,,,,
257,Commercial,Warehouse,"233 E TWELFTH ST, Traverse City, Michigan, USA","233 E Twelfth St, Traverse City, MI 49684, USA",1,1325,1938,5000,6.3,440.0
258,Commercial,Retail Strip Mall,"126 BOARDMAN AVE, Traverse City, Michigan, USA","120 Boardman Ave, Traverse City, MI 49684, USA",0,1431,6977,6000,5.8,405.0
259,Commercial,Retail Standalone,"720 S GARFIELD AVE, Traverse City, Michigan, USA","720 S Garfield Ave, Traverse City, MI 49686, USA",1,1427,5902,6000,5.8,405.0
260,Commercial,Small Office,"1515 CASS ST, Traverse City, Michigan, USA",Not Found,,,,,,
261,Commercial,Small Office,"3141 LOGAN VALLEY RD, Traverse City, Michigan, USA","3141 Logan Valley Rd, Traverse City, MI 49684, USA",1,1431,2995,6000,5.8,405.0
262,Commercial,Small Office,"1125 WEST CIVIC CENTER DR, Traverse City, Michigan, USA","1125 W Civic Center Dr, Traverse City, MI 49686, USA",1,1272,6695,5000,6.5,458.0
263,Commercial,Full Service Restaurant,"237 LAKE AVE STE, Traverse City, Michigan, USA","237 Lake Ave, Traverse City, MI 49684, USA",1,1345,1480,5000,6.3,440.0
264,Commercial,Small Hotel,"537 BAY ST, Traverse City, Michigan, USA","539 Bay St, Traverse City, MI 49684, USA",0,1278,2731,5000,6.5,458.0
265,Commercial,Midrise Apartment,"431 MUNSON AVE, Traverse City, Michigan, USA","431 Munson Ave Ste C, Traverse City, MI 49686, USA",1,1342,5356,6000,6.3,440.0
266,Commercial,Religious worship ,"748 E STATE ST, Traverse City, Michigan, USA","748 E State St, Traverse City, MI 49686, USA",1,1227,4933,5000,6.8,476.0
267,Commercial,Retail Strip Mall,"148 E FRONT ST, Traverse City, Michigan, USA","148 E Front St, Traverse City, MI 49684, USA",1,1335,4246,6000,6.3,440.0
268,Commercial,Outpatient,"3643 W FRONT ST, Traverse City, Michigan, USA","3643 W Front St STE C, Traverse City, MI 49684, USA",1,1358,12650,6000,6.0,423.0
269,Commercial,Warehouse,"2823 CASS RD, Traverse City, Michigan, USA","2823 Cass Rd, Traverse City, MI 49684, USA",1,1321,22340,6000,6.3,440.0
270,Commercial,Retail Standalone,"843 S GARFIELD AVE, Traverse City, Michigan, USA","839 S Garfield Ave, Traverse City, MI 49686, USA",0,1325,29317,6000,6.3,440.0
271,Commercial,Other ,"0 MUNSON AVE & N THREE MILE, Traverse City, Michigan, USA",Not Found,,,,,,
272,Commercial,Small Office,"803 W FRONT ST, Traverse City, Michigan, USA","801 W Front St, Traverse City, MI 49684, USA",0,1360,6184,6000,6.0,423.0
273,Commercial,Other ,"1129 E EIGHTH ST, Traverse City, Michigan, USA","1131 E Eighth St, Traverse City, MI 49686, USA",0,1437,3259,6000,6.0,423.0
274,Commercial,Small Hotel,"309 CASS ST, Traverse City, Michigan, USA","309 Cass St, Traverse City, MI 49684, USA",1,1369,3788,6000,6.3,440.0
275,Commercial,Retail Strip Mall,"845 S GARFIELD AVE, Traverse City, Michigan, USA","839 S Garfield Ave, Traverse City, MI 49686, USA",0,1325,29317,6000,6.3,440.0
276,Commercial,Retail Standalone,"736 E EIGHTH ST, Traverse City, Michigan, USA","736 E Eighth St, Traverse City, MI 49686, USA",1,1327,7682,6000,6.3,440.0
277,Commercial,Residential Home,"12868 S WEST BAY SHORE DR, Traverse City, Michigan, USA","12868 S W Bay Shore Dr, Traverse City, MI 49684, USA",1,1236,2026,4000,7.0,493.0
278,Commercial,Small Office,"534 E FRONT ST, Traverse City, Michigan, USA","534 E Front St, Traverse City, MI 49686, USA",1,1438,3999,7000,5.8,405.0
279,Commercial,Retail Strip Mall,"116 S UNION ST, Traverse City, Michigan, USA","116 S Union St, Traverse City, MI 49684, USA",1,1346,2784,6000,6.3,440.0
280,Commercial,Small Hotel,"853 E FRONT ST, Traverse City, Michigan, USA","853 E Front St, Traverse City, MI 49686, USA",1,1305,881,4000,7.0,493.0
281,Commercial,Outpatient,"539 S GARFIELD AVE, Traverse City, Michigan, USA","537 S Garfield Ave # A, Traverse City, MI 49686, USA",0,1309,1744,5000,6.5,458.0
282,Commercial,Warehouse,"2040 CASS RD, Traverse City, Michigan, USA","2040 Cass Rd, Traverse City, MI 49684, USA",1,1344,6237,6000,6.0,423.0
283,Commercial,Midrise Apartment,"150 PINE ST, Traverse City, Michigan, USA","150 Pine St, Traverse City, MI 49684, USA",1,1437,5426,6000,5.8,405.0
284,Commercial,Other ,"660 HANNAH AVE, Traverse City, Michigan, USA",Not Found,,,,,,
285,Commercial,Small Office,"868 ROBINWOOD CT, Traverse City, Michigan, USA","868 Robinwood Ct, Traverse City, MI 49686, USA",1,1128,2801,3000,7.5,529.0
286,Commercial,Outpatient,"647 E EIGHTH ST, Traverse City, Michigan, USA","647 E Eighth St, Traverse City, MI 49686, USA",1,1199,846,3000,7.8,546.0
287,Commercial,Midrise Apartment,"10101 EAST TRAVERSE HWY, Traverse City, Michigan, USA",Not Found,,,,,,
288,Commercial,Retail Strip Mall,"3003 N GARFIELD RD, Traverse City, Michigan, USA","3003 N Garfield Rd, Traverse City, MI 49686, USA",1,1318,5973,5000,6.3,440.0
289,Commercial,Small Hotel,"13766 S WEST BAY SHORE DR, Traverse City, Michigan, USA","13766 S W Bay Shore Dr, Traverse City, MI 49684, USA",1,1392,493,4000,7.0,493.0
290,Commercial,Small Office,"845 ROBINWOOD CT, Traverse City, Michigan, USA","845 Robinwood Ct, Traverse City, MI 49686, USA",1,1097,3083,3000,7.8,546.0
291,Commercial,Retail Strip Mall,"223 E STATE ST, Traverse City, Michigan, USA","223 E State St #200, Traverse City, MI 49684, USA",1,1416,7329,6000,6.0,423.0
292,Commercial,Warehouse,"1100 WOODMERE AVE, Traverse City, Michigan, USA","1100 Woodmere Ave, Traverse City, MI 49686, USA",1,1324,22499,6000,6.3,440.0
293,Commercial,Warehouse,"1669 S GARFIELD AVE, Traverse City, Michigan, USA","1669 S Garfield Ave, Traverse City, MI 49686, USA",1,1343,24278,6000,6.0,423.0
294,Commercial,Retail Standalone,"511 1/2 E EIGHTH ST, Traverse City, Michigan, USA","908 E Eighth St, Traverse City, MI 49686, USA",0,1418,3577,6000,6.0,423.0
295,Commercial,Other ,"10497 W M 72, Traverse City, Michigan, USA","732 E Front St, Traverse City, MI 49686, USA",0,1319,1621,6000,6.3,440.0
296,Commercial,Residential Home,"504 BARLOW ST, Traverse City, Michigan, USA","506 Barlow St, Traverse City, MI 49686, USA",0,1271,2220,5000,6.8,476.0
297,Commercial,Outpatient,"201 S GARFIELD AVE, Traverse City, Michigan, USA","201 S Garfield Ave, Traverse City, MI 49686, USA",1,1312,2326,5000,6.3,440.0
298,Commercial,Small Hotel,"853 E FRONT ST, Traverse City, Michigan, USA","853 E Front St, Traverse City, MI 49686, USA",1,1305,881,4000,7.0,493.0
299,Commercial,Other ,"1235 WOODMERE AVE, Traverse City, Michigan, USA","1235 Woodmere Ave, Traverse City, MI 49686, USA",1,1328,5620,6000,6.3,440.0
300,Commercial Demand,Other ,"0 US 31 NORTH & N FOUR MILE, Traverse City, Michigan, USA",Not Found,,,,,,
301,Commercial Demand,Medium Office,"141 RIVERS EDGE DR, Traverse City, Michigan, USA","310 Cass St, Traverse City, MI 49684, USA",0,1394,11963,6000,6.0,423.0
302,Commercial Demand,Outpatient,"1225 W FRONT ST, Traverse City, Michigan, USA","1225 W Front St, Traverse City, MI 49684, USA",1,1348,5726,6000,6.3,440.0
303,Commercial Demand,Medium Office,"202 E STATE ST, Traverse City, Michigan, USA","202 E State St, Traverse City, MI 49684, USA",1,1437,9250,7000,5.8,405.0
304,Commercial Demand,Other ,"125 E EIGHTH ST, Traverse City, Michigan, USA","125 E Eighth St, Traverse City, MI 49684, USA",1,1429,36787,7000,5.8,405.0
305,Commercial Demand,Small Office,"1234 HASTINGS ST, Traverse City, Michigan, USA","1234 Hastings St, Traverse City, MI 49686, USA",1,1413,2925,6000,6.0,423.0
306,Commercial Demand,Full Service Restaurant,"545 E EIGHTH ST, Traverse City, Michigan, USA","543 E Eighth St, Traverse City, MI 49686, USA",0,1323,5180,6000,6.3,440.0
307,Commercial Demand,Quick Service Restaurant,"202 E FRONT ST, Traverse City, Michigan, USA","107 Cass St ste d, Traverse City, MI 49684, USA",0,1348,12157,6000,6.0,423.0
308,Commercial Demand,Full Service Restaurant,"1125 CENTRE ST, Traverse City, Michigan, USA","1125 Centre St #3404, Traverse City, MI 49686, USA",1,1321,5726,6000,6.3,440.0
